ptlName,cmpLongName,ptlLicenseeInterest,prlNpdidLicence,cmpNpdidCompany,ptlLicenseeDateUpdated,datesyncNPD
775 B,Concedo ASA,20.00000,30977613,4460794,,20.02.2019
775 B,Petoro AS,20.00000,30977613,1626839,,20.02.2019
775 B,ConocoPhillips Skandinavia AS,40.00000,30977613,2410696,,20.02.2019
776,Petoro AS,20.00000,25610010,1626839,,20.02.2019
776,Wintershall Norge AS,20.00000,25610010,21666830,,20.02.2019
776,Concedo ASA,20.00000,25610010,4460794,,20.02.2019
776,Pandion Energy AS,40.00000,25610010,29028767,29.06.2017,20.02.2019
777,Petoro AS,20.00000,25610061,1626839,,20.02.2019
777,OMV (Norge) AS,20.00000,25610061,4460594,18.12.2018,20.02.2019
777,Vår Energi AS,20.00000,25610061,33360957,11.12.2018,20.02.2019
777,Aker BP ASA,40.00000,25610061,28544099,06.10.2016,20.02.2019
777 B,Petoro AS,20.00000,27434278,1626839,,20.02.2019
777 B,OMV (Norge) AS,20.00000,27434278,4460594,18.12.2018,20.02.2019
777 B,Vår Energi AS,20.00000,27434278,33360957,11.12.2018,20.02.2019
777 B,Aker BP ASA,40.00000,27434278,28544099,06.10.2016,20.02.2019
777 C,Vår Energi AS,20.00000,28941568,33360957,11.12.2018,20.02.2019
777 C,OMV (Norge) AS,20.00000,28941568,4460594,18.12.2018,20.02.2019
777 C,Petoro AS,20.00000,28941568,1626839,,20.02.2019
777 C,Aker BP ASA,40.00000,28941568,28544099,,20.02.2019
777 D,Vår Energi AS,20.00000,30977561,33360957,11.12.2018,20.02.2019
777 D,OMV (Norge) AS,20.00000,30977561,4460594,18.12.2018,20.02.2019
777 D,Petoro AS,20.00000,30977561,1626839,,20.02.2019
777 D,Aker BP ASA,40.00000,30977561,28544099,,20.02.2019
780,Suncor Energy Norge AS,40.00000,25610193,20426420,,20.02.2019
780,Spirit Energy Norway AS,60.00000,25610193,33342085,06.12.2018,20.02.2019
782 S,Equinor Energy AS,20.00000,25610263,32011216,17.05.2018,20.02.2019
782 S,DEA Norge AS,20.00000,25610263,26309819,28.05.2016,20.02.2019
782 S,ConocoPhillips Skandinavia AS,40.00000,25610263,2410696,,20.02.2019
782 S,Aker BP ASA,20.00000,25610263,28544099,06.10.2016,20.02.2019
782 SB,Aker BP ASA,20.00000,27434302,28544099,06.10.2016,20.02.2019
782 SB,Equinor Energy AS,20.00000,27434302,32011216,17.05.2018,20.02.2019
782 SB,DEA Norge AS,20.00000,27434302,26309819,28.05.2016,20.02.2019
782 SB,ConocoPhillips Skandinavia AS,40.00000,27434302,2410696,,20.02.2019
782 SC,Aker BP ASA,20.00000,28941757,28544099,,20.02.2019
782 SC,DEA Norge AS,20.00000,28941757,26309819,,20.02.2019
782 SC,Equinor Energy AS,20.00000,28941757,32011216,17.05.2018,20.02.2019
782 SC,ConocoPhillips Skandinavia AS,40.00000,28941757,2410696,,20.02.2019
784,Concedo ASA,20.00000,25610356,4460794,,20.02.2019
784,Equinor Energy AS,20.00000,25610356,32011216,17.05.2018,20.02.2019
784,Vår Energi AS,20.00000,25610356,33360957,11.12.2018,20.02.2019
784,Aker BP ASA,40.00000,25610356,28544099,24.12.2016,20.02.2019
785 S,Total E&P Norge AS,60.00000,25610391,2410708,,20.02.2019
785 S,Equinor Energy AS,40.00000,25610391,32011216,17.05.2018,20.02.2019
786,Pandion Energy AS,50.00000,25610420,29028767,29.06.2017,20.02.2019
786,Neptune Energy Norge AS,50.00000,25610420,31123361,,20.02.2019
790,Wellesley Petroleum AS,25.00000,25610656,26464257,,20.02.2019
790,MOL Norge AS,20.00000,25610656,26464449,,20.02.2019
790,Capricorn Norge AS,25.00000,25610656,23297570,,20.02.2019
790,Aker BP ASA,30.00000,25610656,28544099,06.10.2016,20.02.2019
793,Petoro AS,20.00000,25610797,1626839,,20.02.2019
793,Faroe Petroleum Norge AS,20.00000,25610797,4062883,,20.02.2019
793,Neptune Energy Norge AS,10.00000,25610797,31123361,08.12.2018,20.02.2019
793,Equinor Energy AS,50.00000,25610797,32011216,05.10.2018,20.02.2019
795,Petoro AS,20.00000,25610891,1626839,,20.02.2019
795,Spirit Energy Norway AS,20.00000,25610891,33342085,06.12.2018,20.02.2019
795,Equinor Energy AS,20.00000,25610891,32011216,17.05.2018,20.02.2019
795,Total E&P Norge AS,40.00000,25610891,2410708,,20.02.2019
796,Vår Energi AS,20.00000,25610946,33360957,11.12.2018,20.02.2019
796,Edison Norge AS,20.00000,25610946,25612292,,20.02.2019
796,Equinor Energy AS,60.00000,25610946,32011216,05.07.2018,20.02.2019
800,Capricorn Norge AS,50.00000,25611169,23297570,03.02.2018,20.02.2019
800,Skagen44 AS,30.00000,25611169,4510260,,20.02.2019
800,Lundin Norway AS,20.00000,25611169,2767314,03.02.2018,20.02.2019
807,OMV (Norge) AS,45.00000,27395665,4460594,01.06.2018,20.02.2019
807,Edison Norge AS,55.00000,27395665,25612292,01.06.2018,20.02.2019
808,Edison Norge AS,20.00000,27395725,25612292,,20.02.2019
808,MOL Norge AS,80.00000,27395725,26464449,,20.02.2019
810,Spirit Energy Norway AS,30.00000,27395837,33342085,06.12.2018,20.02.2019
810,Aker BP ASA,30.00000,27395837,28544099,03.11.2017,20.02.2019
810,Faroe Petroleum Norge AS,40.00000,27395837,4062883,,20.02.2019
810 B,Spirit Energy Norway AS,30.00000,30977646,33342085,06.12.2018,20.02.2019
810 B,Aker BP ASA,30.00000,30977646,28544099,,20.02.2019
810 B,Faroe Petroleum Norge AS,40.00000,30977646,4062883,,20.02.2019
811,A/S Norske Shell,20.00000,27395883,562,,20.02.2019
811,Faroe Petroleum Norge AS,20.00000,27395883,4062883,,20.02.2019
811,Aker BP ASA,20.00000,27395883,28544099,24.12.2016,20.02.2019
811,Spirit Energy Norway AS,40.00000,27395883,33342085,06.12.2018,20.02.2019
813,Aker BP ASA,3.30000,27395977,28544099,06.10.2016,20.02.2019
813,PGNiG Upstream Norway AS,8.00000,27395977,29394105,08.04.2017,20.02.2019
813,Equinor Energy AS,58.70000,27395977,32011216,17.05.2018,20.02.2019
813,KUFPEC Norway AS,30.00000,27395977,23750622,01.12.2017,20.02.2019
814,OMV (Norge) AS,30.00000,27396006,4460594,,20.02.2019
814,Aker BP ASA,40.00000,27396006,28544099,06.10.2016,20.02.2019
814,MOL Norge AS,30.00000,27396006,26464449,,20.02.2019
815,Petoro AS,20.00000,27396030,1626839,,20.02.2019
815,Concedo ASA,20.00000,27396030,4460794,,20.02.2019
815,Lime Petroleum AS,20.00000,27396030,29491716,30.08.2017,20.02.2019
815,Lundin Norway AS,40.00000,27396030,2767314,,20.02.2019
817,Neptune Energy Norge AS,50.00000,27396089,31123361,,20.02.2019
817,OMV (Norge) AS,50.00000,27396089,4460594,,20.02.2019
817 B,Neptune Energy Norge AS,50.00000,28941695,31123361,,20.02.2019
817 B,OMV (Norge) AS,50.00000,28941695,4460594,,20.02.2019
818,Equinor Energy AS,30.00000,27396130,32011216,17.05.2018,20.02.2019
818,Lime Petroleum AS,30.00000,27396130,29491716,30.08.2017,20.02.2019
818,Aker BP ASA,40.00000,27396130,28544099,06.10.2016,20.02.2019
818 B,Lime Petroleum Norway AS,30.00000,30977539,23269093,,20.02.2019
818 B,Equinor Energy AS,30.00000,30977539,32011216,17.05.2018,20.02.2019
818 B,Aker BP ASA,40.00000,30977539,28544099,,20.02.2019
820 S,Pandion Energy AS,10.00000,27396207,29028767,,20.02.2019
820 S,Lundin Norway AS,30.00000,27396207,2767314,17.02.2018,20.02.2019
820 S,Wintershall Norge AS,20.00000,27396207,21666830,18.12.2018,20.02.2019
820 S,MOL Norge AS,40.00000,27396207,26464449,,20.02.2019
822 S,Vår Energi AS,40.00000,27396269,33360957,11.12.2018,20.02.2019
822 S,Aker BP ASA,60.00000,27396269,28544099,06.10.2016,20.02.2019
825,Spirit Energy Norway AS,20.00000,27396359,33342085,07.12.2018,20.02.2019
825,Faroe Petroleum Norge AS,40.00000,27396359,4062883,,20.02.2019
825,Equinor Energy AS,30.00000,27396359,32011216,21.12.2018,20.02.2019
825,DNO Norge AS,10.00000,27396359,29468270,,20.02.2019
826,Concedo ASA,30.00000,27396388,4460794,,20.02.2019
826,Pandion Energy AS,30.00000,27396388,29028767,29.06.2017,20.02.2019
826,Vår Energi AS,40.00000,27396388,33360957,11.12.2018,20.02.2019
827 S,DNO Norge AS,30.00000,27396430,29468270,06.12.2018,20.02.2019
827 S,Equinor Energy AS,70.00000,27396430,32011216,17.05.2018,20.02.2019
828,Capricorn Norge AS,40.00000,27396454,23297570,,20.02.2019
828,Equinor Energy AS,50.00000,27396454,32011216,17.05.2018,20.02.2019
828,Neptune Energy Norge AS,10.00000,27396454,31123361,,20.02.2019
829,Wellesley Petroleum AS,30.00000,27396476,26464257,,20.02.2019
829,Petoro AS,20.00000,27396476,1626839,,20.02.2019
829,Equinor Energy AS,50.00000,27396476,32011216,17.05.2018,20.02.2019
830,Petoro AS,20.00000,27396543,1626839,,20.02.2019
830,Neptune Energy Norge AS,20.00000,27396543,31123361,08.12.2018,20.02.2019
830,Equinor Energy AS,20.00000,27396543,32011216,17.05.2018,20.02.2019
830,Lundin Norway AS,40.00000,27396543,2767314,,20.02.2019
831,Petoro AS,20.00000,27396574,1626839,,20.02.2019
831,Lundin Norway AS,20.00000,27396574,2767314,,20.02.2019
831,Neptune Energy Norge AS,20.00000,27396574,31123361,08.12.2018,20.02.2019
831,Suncor Energy Norge AS,40.00000,27396574,20426420,,20.02.2019
832,DEA Norge AS,15.00000,27396623,26309819,28.05.2016,20.02.2019
832,Petoro AS,20.00000,27396623,1626839,,20.02.2019
832,Spirit Energy Norway AS,20.00000,27396623,33342085,06.12.2018,20.02.2019
832,A/S Norske Shell,45.00000,27396623,562,,20.02.2019
832 B,DEA Norge AS,15.00000,30977899,26309819,,20.02.2019
832 B,Spirit Energy Norway AS,20.00000,30977899,33342085,06.12.2018,20.02.2019
832 B,Petoro AS,20.00000,30977899,1626839,,20.02.2019
832 B,A/S Norske Shell,45.00000,30977899,562,,20.02.2019
833,Neptune Energy Norge AS,30.00000,27396672,31123361,08.12.2018,20.02.2019
833,Vår Energi AS,30.00000,27396672,33360957,11.12.2018,20.02.2019
833,Equinor Energy AS,40.00000,27396672,32011216,17.05.2018,20.02.2019
834,Neptune Energy Norge AS,30.00000,27396713,31123361,08.12.2018,20.02.2019
834,Vår Energi AS,30.00000,27396713,33360957,11.12.2018,20.02.2019
834,Equinor Energy AS,40.00000,27396713,32011216,17.05.2018,20.02.2019
836 S,Faroe Petroleum Norge AS,30.00000,27431843,4062883,,20.02.2019
836 S,Spirit Energy Norway AS,30.00000,27431843,33342085,06.12.2018,20.02.2019
836 S,Wintershall Norge AS,40.00000,27431843,21666830,,20.02.2019
837,A/S Norske Shell,20.00000,27431890,562,,20.02.2019
837,Petoro AS,20.00000,27431890,1626839,,20.02.2019
837,DEA Norge AS,20.00000,27431890,26309819,28.05.2016,20.02.2019
837,Equinor Energy AS,40.00000,27431890,32011216,17.05.2018,20.02.2019
838,DEA Norge AS,30.00000,27432004,26309819,28.05.2016,20.02.2019
838,Aker BP ASA,30.00000,27432004,28544099,24.12.2016,20.02.2019
838,PGNiG Upstream Norway AS,40.00000,27432004,29394105,08.04.2017,20.02.2019
839,PGNiG Upstream Norway AS,11.91750,27432049,29394105,08.04.2017,20.02.2019
839,DEA Norge AS,28.08250,27432049,26309819,28.05.2016,20.02.2019
839,Equinor Energy AS,36.16500,27432049,32011216,17.05.2018,20.02.2019
839,Aker BP ASA,23.83500,27432049,28544099,,20.02.2019
841,Petoro AS,20.00000,27432165,1626839,,20.02.2019
841,Equinor Energy AS,20.00000,27432165,32011216,17.05.2018,20.02.2019
841,Lime Petroleum AS,20.00000,27432165,29491716,30.08.2017,20.02.2019
841,Edison Norge AS,40.00000,27432165,25612292,,20.02.2019
842,Skagen44 AS,30.00000,27432185,4510260,,20.02.2019
842,Aker BP ASA,30.00000,27432185,28544099,06.10.2016,20.02.2019
842,Capricorn Norge AS,40.00000,27432185,23297570,,20.02.2019
843,Equinor Energy AS,40.00000,27432259,32011216,17.05.2018,20.02.2019
843,Vår Energi AS,20.00000,27432259,33360957,11.12.2018,20.02.2019
843,Aker BP ASA,40.00000,27432259,28544099,06.10.2016,20.02.2019
844,Petoro AS,20.00000,27432345,1626839,,20.02.2019
844,Aker BP ASA,20.00000,27432345,28544099,06.10.2016,20.02.2019
844,Capricorn Norge AS,20.00000,27432345,23297570,,20.02.2019
844,INEOS E&P Norge AS,40.00000,27432345,29805656,11.10.2017,20.02.2019
845,Faroe Petroleum Norge AS,20.00000,27432392,4062883,,20.02.2019
845,INEOS E&P Norge AS,20.00000,27432392,29805656,11.10.2017,20.02.2019
845,Wintershall Norge AS,20.00000,27432392,21666830,,20.02.2019
845,ConocoPhillips Skandinavia AS,40.00000,27432392,2410696,,20.02.2019
846,Equinor Energy AS,40.00000,27432439,32011216,17.05.2018,20.02.2019
846,OMV (Norge) AS,60.00000,27432439,4460594,,20.02.2019
847,OMV (Norge) AS,20.00000,27432468,4460594,,20.02.2019
847,Repsol Norge AS,20.00000,27432468,27052812,,20.02.2019
847,Equinor Energy AS,10.00000,27432468,32011216,21.12.2018,20.02.2019
847,Wintershall Norge AS,40.00000,27432468,21666830,,20.02.2019
847,Dyas Norge AS,10.00000,27432468,31165231,,20.02.2019
847 B,Dyas Norge AS,10.00000,28941994,31165231,,20.02.2019
847 B,Equinor Energy AS,10.00000,28941994,32011216,21.12.2018,20.02.2019
847 B,Repsol Norge AS,20.00000,28941994,27052812,,20.02.2019
847 B,OMV (Norge) AS,20.00000,28941994,4460594,,20.02.2019
847 B,Wintershall Norge AS,40.00000,28941994,21666830,,20.02.2019
850,PGNiG Upstream Norway AS,20.00000,27432591,29394105,08.04.2017,20.02.2019
850,KUFPEC Norway AS,20.00000,27432591,23750622,07.04.2017,20.02.2019
850,Edison Norge AS,30.00000,27432591,25612292,02.11.2018,20.02.2019
850,Lundin Norway AS,30.00000,27432591,2767314,28.12.2018,20.02.2019
851,Idemitsu Petroleum Norge AS,30.00000,28168712,441,,20.02.2019
851,DEA Norge AS,30.00000,28168712,26309819,,20.02.2019
851,Lundin Norway AS,40.00000,28168712,2767314,,20.02.2019
852,Aker BP ASA,40.00000,28168750,28544099,06.10.2016,20.02.2019
852,Spirit Energy Norway AS,60.00000,28168750,33342085,06.12.2018,20.02.2019
852 B,Aker BP ASA,40.00000,30978146,28544099,,20.02.2019
852 B,Spirit Energy Norway AS,60.00000,30978146,33342085,06.12.2018,20.02.2019
852 C,Aker BP ASA,40.00000,32017483,28544099,,20.02.2019
852 C,Spirit Energy Norway AS,60.00000,32017483,33342085,06.12.2018,20.02.2019
853,Capricorn Norge AS,40.00000,28168770,23297570,,20.02.2019
853,Lundin Norway AS,60.00000,28168770,2767314,,20.02.2019
854,Petoro AS,20.00000,28168799,1626839,,20.02.2019
854,Capricorn Norge AS,40.00000,28168799,23297570,,20.02.2019
854,Equinor Energy AS,40.00000,28168799,32011216,17.05.2018,20.02.2019
855,Petoro AS,20.00000,28168828,1626839,,20.02.2019
855,OMV (Norge) AS,25.00000,28168828,4460594,,20.02.2019
855,Equinor Energy AS,55.00000,28168828,32011216,17.05.2018,20.02.2019
857,Petoro AS,20.00000,28168895,1626839,,20.02.2019
857,Lundin Norway AS,20.00000,28168895,2767314,,20.02.2019
857,Aker BP ASA,20.00000,28168895,28544099,06.10.2016,20.02.2019
857,Equinor Energy AS,40.00000,28168895,32011216,17.05.2018,20.02.2019
858,Petoro AS,20.00000,28168981,1626839,,20.02.2019
858,Equinor Energy AS,20.00000,28168981,32011216,17.05.2018,20.02.2019
858,LUKOIL Overseas North Shelf AS,20.00000,28168981,22513176,,20.02.2019
858,Aker BP ASA,40.00000,28168981,28544099,06.10.2016,20.02.2019
859,Petoro AS,20.00000,28169055,1626839,,20.02.2019
859,ConocoPhillips Skandinavia AS,15.00000,28169055,2410696,,20.02.2019
859,Lundin Norway AS,15.00000,28169055,2767314,,20.02.2019
859,DNO Norge AS,20.00000,28169055,29468270,24.11.2018,20.02.2019
859,Equinor Energy AS,30.00000,28169055,32011216,17.05.2018,20.02.2019
860,Petoro AS,20.00000,28942014,1626839,,20.02.2019
860,MOL Norge AS,40.00000,28942014,26464449,,20.02.2019
860,Lundin Norway AS,40.00000,28942014,2767314,09.05.2018,20.02.2019
861,MOL Norge AS,20.00000,28942058,26464449,,20.02.2019
861,Spirit Energy Norway AS,30.00000,28942058,33342085,06.12.2018,20.02.2019
861,Aker BP ASA,50.00000,28942058,28544099,,20.02.2019
862,Aker BP ASA,50.00000,28942080,28544099,,20.02.2019
862,A/S Norske Shell,50.00000,28942080,562,,20.02.2019
863,Aker BP ASA,40.00000,28942187,28544099,,20.02.2019
863,A/S Norske Shell,60.00000,28942187,562,,20.02.2019
863 B,Aker BP ASA,40.00000,30978106,28544099,,20.02.2019
863 B,A/S Norske Shell,60.00000,30978106,562,,20.02.2019
864,Aker BP ASA,20.00000,28942251,28544099,,20.02.2019
864,Petoro AS,20.00000,28942251,1626839,,20.02.2019
864,A/S Norske Shell,20.00000,28942251,562,,20.02.2019
864,Equinor Energy AS,40.00000,28942251,32011216,17.05.2018,20.02.2019
865,Equinor Energy AS,45.00000,28942363,32011216,17.05.2018,20.02.2019
865,ConocoPhillips Skandinavia AS,55.00000,28942363,2410696,,20.02.2019
866,LOTOS Exploration and Production Norge AS,30.00000,28942447,5064434,07.04.2017,20.02.2019
866,Equinor Energy AS,70.00000,28942447,32011216,17.05.2018,20.02.2019
867,Equinor Energy AS,30.00000,28948630,32011216,17.05.2018,20.02.2019
867,Neptune Energy Norge AS,30.00000,28948630,31123361,08.12.2018,20.02.2019
867,Aker BP ASA,40.00000,28948630,28544099,,20.02.2019
868,Equinor Energy AS,40.00000,28951830,32011216,17.05.2018,20.02.2019
868,Aker BP ASA,60.00000,28951830,28544099,,20.02.2019
869,Vår Energi AS,20.00000,28973359,33360957,11.12.2018,20.02.2019
869,Lundin Norway AS,20.00000,28973359,2767314,,20.02.2019
869,Aker BP ASA,60.00000,28973359,28544099,15.05.2018,20.02.2019
870,Faroe Petroleum Norge AS,20.00000,28973437,4062883,,20.02.2019
870,Equinor Energy AS,80.00000,28973437,32011216,17.05.2018,20.02.2019
871,Equinor Energy AS,20.00000,28973487,32011216,17.05.2018,20.02.2019
871,LOTOS Exploration and Production Norge AS,20.00000,28973487,5064434,07.04.2017,20.02.2019
871,Wellesley Petroleum AS,60.00000,28973487,26464257,12.01.2019,20.02.2019
873,Aker BP ASA,40.00000,28973585,28544099,,20.02.2019
873,LOTOS Exploration and Production Norge AS,20.00000,28973585,5064434,07.04.2017,20.02.2019
873,Equinor Energy AS,40.00000,28973585,32011216,17.05.2018,20.02.2019
874,LOTOS Exploration and Production Norge AS,9.74000,28973641,5064434,07.04.2017,20.02.2019
874,Aker BP ASA,90.26000,28973641,28544099,,20.02.2019
875,Capricorn Norge AS,40.00000,28973678,23297570,,20.02.2019
875,Suncor Energy Norge AS,60.00000,28973678,20426420,,20.02.2019
875 B,Capricorn Norge AS,40.00000,30977769,23297570,,20.02.2019
875 B,Suncor Energy Norge AS,60.00000,30977769,20426420,,20.02.2019
876 S,Wellesley Petroleum AS,30.00000,28973709,26464257,,20.02.2019
876 S,Spirit Energy Norway AS,20.00000,28973709,33342085,06.12.2018,20.02.2019
876 S,A/S Norske Shell,50.00000,28973709,562,,20.02.2019
877,Wintershall Norge AS,40.00000,28973798,21666830,,20.02.2019
877,Capricorn Norge AS,60.00000,28973798,23297570,,20.02.2019
878,A/S Norske Shell,30.00000,28973861,562,,20.02.2019
878,Equinor Energy AS,70.00000,28973861,32011216,,20.02.2019
879,A/S Norske Shell,30.00000,28973896,562,,20.02.2019
879,Equinor Energy AS,70.00000,28973896,32011216,17.05.2018,20.02.2019
880,Edison Norge AS,40.00000,28973944,25612292,,20.02.2019
880,Capricorn Norge AS,60.00000,28973944,23297570,,20.02.2019
881,Faroe Petroleum Norge AS,30.00000,28973970,4062883,,20.02.2019
881,Wellesley Petroleum AS,70.00000,28973970,26464257,,20.02.2019
882,Petrolia NOCO AS,30.00000,28974013,28518657,,20.02.2019
882,Concedo ASA,30.00000,28974013,4460794,,20.02.2019
882,Neptune Energy Norge AS,40.00000,28974013,31123361,08.12.2018,20.02.2019
883,Wellesley Petroleum AS,40.00000,28974065,26464257,,20.02.2019
883,Equinor Energy AS,60.00000,28974065,32011216,17.05.2018,20.02.2019
884,Capricorn Norge AS,30.00000,28974100,23297570,,20.02.2019
884,Equinor Energy AS,20.00000,28974100,32011216,04.12.2018,20.02.2019
884,Wellesley Petroleum AS,50.00000,28974100,26464257,04.12.2018,20.02.2019
885,Wellesley Petroleum AS,30.00000,28974124,26464257,04.12.2018,20.02.2019
885,Capricorn Norge AS,30.00000,28974124,23297570,,20.02.2019
885,Petoro AS,20.00000,28974124,1626839,,20.02.2019
885,Equinor Energy AS,20.00000,28974124,32011216,04.12.2018,20.02.2019
886,Neptune Energy Norge AS,20.00000,28974155,31123361,08.12.2018,20.02.2019
886,Spirit Energy Norway AS,20.00000,28974155,33342085,06.12.2018,20.02.2019
886,Petoro AS,20.00000,28974155,1626839,,20.02.2019
886,Lundin Norway AS,40.00000,28974155,2767314,,20.02.2019
886 B,Spirit Energy Norway AS,20.00000,30977928,33342085,06.12.2018,20.02.2019
886 B,Neptune Energy Norge AS,20.00000,30977928,31123361,08.12.2018,20.02.2019
886 B,Petoro AS,20.00000,30977928,1626839,,20.02.2019
886 B,Lundin Norway AS,40.00000,30977928,2767314,,20.02.2019
887,Petrolia NOCO AS,20.00000,28974197,28518657,,20.02.2019
887,Skagen44 AS,20.00000,28974197,4510260,,20.02.2019
887,Concedo ASA,20.00000,28974197,4460794,,20.02.2019
887,PGNiG Upstream Norway AS,40.00000,28974197,29394105,08.04.2017,20.02.2019
888,Wellesley Petroleum AS,30.00000,28974258,26464257,,20.02.2019
888,ConocoPhillips Skandinavia AS,30.00000,28974258,2410696,,20.02.2019
888,Faroe Petroleum Norge AS,40.00000,28974258,4062883,,20.02.2019
889,Concedo ASA,40.00000,28974286,4460794,,20.02.2019
889,Neptune Energy Norge AS,40.00000,28974286,31123361,08.12.2018,20.02.2019
889,DNO Norge AS,20.00000,28974286,29468270,,20.02.2019
890,Suncor Energy Norge AS,20.00000,28974323,20426420,,20.02.2019
890,Spirit Energy Norway AS,20.00000,28974323,33342085,06.12.2018,20.02.2019
890,ConocoPhillips Skandinavia AS,20.00000,28974323,2410696,,20.02.2019
890,Equinor Energy AS,40.00000,28974323,32011216,17.05.2018,20.02.2019
891,Aker BP ASA,30.00000,28974372,28544099,,20.02.2019
891,PGNiG Upstream Norway AS,30.00000,28974372,29394105,08.04.2017,20.02.2019
891,ConocoPhillips Skandinavia AS,40.00000,28974372,2410696,,20.02.2019
892,Aker BP ASA,30.00000,28974422,28544099,,20.02.2019
892,Petoro AS,20.00000,28974422,1626839,,20.02.2019
892,A/S Norske Shell,50.00000,28974422,562,,20.02.2019
893,Aker BP ASA,60.00000,28974460,28544099,,20.02.2019
893,Equinor Energy AS,40.00000,28974460,32011216,17.05.2018,20.02.2019
894,Equinor Energy AS,40.00000,28974489,32011216,17.05.2018,20.02.2019
894,Petoro AS,20.00000,28974489,1626839,,20.02.2019
894,Wintershall Norge AS,40.00000,28974489,21666830,,20.02.2019
895,Equinor Energy AS,40.00000,28974545,32011216,17.05.2018,20.02.2019
895,Aker BP ASA,60.00000,28974545,28544099,,20.02.2019
896,Equinor Energy AS,20.00000,28974610,32011216,17.05.2018,20.02.2019
896,Lundin Norway AS,20.00000,28974610,2767314,,20.02.2019
896,Petoro AS,20.00000,28974610,1626839,,20.02.2019
896,DEA Norge AS,40.00000,28974610,26309819,,20.02.2019
897,M Vest Energy AS,20.00000,28974657,28222457,,20.02.2019
897,Repsol Norge AS,30.00000,28974657,27052812,,20.02.2019
897,Equinor Energy AS,50.00000,28974657,32011216,17.05.2018,20.02.2019
898,Wintershall Norge AS,30.00000,28974699,21666830,,20.02.2019
898,Equinor Energy AS,70.00000,28974699,32011216,17.05.2018,20.02.2019
899,OMV (Norge) AS,20.00000,28974751,4460594,,20.02.2019
899,Petoro AS,20.00000,28974751,1626839,,20.02.2019
899,Equinor Energy AS,60.00000,28974751,32011216,17.05.2018,20.02.2019
900,Concedo ASA,10.00000,28974796,4460794,,20.02.2019
900,Vår Energi AS,90.00000,28974796,33360957,11.12.2018,20.02.2019
901,Concedo ASA,20.00000,28974820,4460794,,20.02.2019
901,Vår Energi AS,30.00000,28974820,33360957,11.12.2018,20.02.2019
901,Equinor Energy AS,50.00000,28974820,32011216,17.05.2018,20.02.2019
902,Aker BP ASA,30.00000,28974870,28544099,,20.02.2019
902,Petoro AS,20.00000,28974870,1626839,,20.02.2019
902,Lundin Norway AS,40.00000,28974870,2767314,04.12.2018,20.02.2019
902,DNO Norge AS,10.00000,28974870,29468270,,20.02.2019
903,Wellesley Petroleum AS,10.00000,28974935,26464257,04.12.2018,20.02.2019
903,Equinor Energy AS,90.00000,28974935,32011216,04.12.2018,20.02.2019
904,Lundin Norway AS,20.00000,30673925,2767314,,20.02.2019
904,Equinor Energy AS,20.00000,30673925,32011216,17.05.2018,20.02.2019
904,Petoro AS,30.00000,30673925,1626839,,20.02.2019
904,MOL Norge AS,30.00000,30673925,26464449,,20.02.2019
905,OMV (Norge) AS,50.00000,30673983,4460594,,20.02.2019
905,MOL Norge AS,50.00000,30673983,26464449,,20.02.2019
906,Equinor Energy AS,20.00000,30674013,32011216,17.05.2018,20.02.2019
906,Faroe Petroleum Norge AS,20.00000,30674013,4062883,,20.02.2019
906,Aker BP ASA,60.00000,30674013,28544099,04.12.2018,20.02.2019
907,Wellesley Petroleum AS,20.00000,30674106,26464257,,20.02.2019
907,Petoro AS,20.00000,30674106,1626839,,20.02.2019
907,Aker BP ASA,60.00000,30674106,28544099,11.12.2018,20.02.2019
908,Faroe Petroleum Norge AS,30.00000,30674182,4062883,,20.02.2019
908,Equinor Energy AS,70.00000,30674182,32011216,17.05.2018,20.02.2019
909,Skagen44 AS,30.00000,30674230,4510260,,20.02.2019
909,Repsol Norge AS,70.00000,30674230,27052812,,20.02.2019
910,OKEA AS,16.66700,30674317,27432899,,20.02.2019
910,LOTOS Exploration and Production Norge AS,22.22200,30674317,5064434,,20.02.2019
910,Repsol Norge AS,61.11100,30674317,27052812,,20.02.2019
911,ConocoPhillips Skandinavia AS,40.00000,30674370,2410696,,20.02.2019
911,Vår Energi AS,60.00000,30674370,33360957,11.12.2018,20.02.2019
912,Pandion Energy AS,30.00000,30674392,29028767,,20.02.2019
912,Vår Energi AS,30.00000,30674392,33360957,11.12.2018,20.02.2019
912,ConocoPhillips Skandinavia AS,40.00000,30674392,2410696,,20.02.2019
913,Repsol Norge AS,50.00000,30674458,27052812,,20.02.2019
913,OMV (Norge) AS,50.00000,30674458,4460594,,20.02.2019
914 S,OKEA AS,0.55400,30674529,27432899,,20.02.2019
914 S,Lundin Norway AS,1.38500,30674529,2767314,,20.02.2019
914 S,Neptune Energy Norge AS,3.02300,30674529,31123361,08.12.2018,20.02.2019
914 S,Wintershall Norge A/S,6.46150,30674529,914,,20.02.2019
914 S,Spirit Energy Norway AS,12.31730,30674529,33342085,06.12.2018,20.02.2019
914 S,Equinor Energy AS,41.47300,30674529,32011216,17.05.2018,20.02.2019
914 S,Aker BP ASA,34.78620,30674529,28544099,,20.02.2019
915,Spirit Energy Norway AS,15.00000,30674549,33342085,06.12.2018,20.02.2019
915,Equinor Energy AS,50.00000,30674549,32011216,17.05.2018,20.02.2019
915,Aker BP ASA,35.00000,30674549,28544099,,20.02.2019
