prlName,prlLicensingActivityName,prlMainArea,prlStatus,prlStratigraphical,prlDateGranted,prlDateValidTo,prlOriginalArea,prlCurrentArea,prlPhaseCurrent,prlNpdidLicence,prlFactPageUrl,prlFactMapUrl,prlDateUpdated,prlDateUpdatedMax,DatesyncNPD
806,TFO2014,Barents sea,INACTIVE,NO,06.02.2015,06.02.2017,302.391,0.000,,25611428,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=25611428,,01.06.2017,07.09.2017,20.02.2019
807,TFO2015,North sea,ACTIVE,NO,05.02.2016,05.08.2024,402.199,402.199,INITIAL,27395665,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27395665,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27395665,15.01.2019,15.01.2019,20.02.2019
808,TFO2015,North sea,ACTIVE,NO,05.02.2016,05.02.2023,158.983,158.983,INITIAL,27395725,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27395725,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27395725,15.01.2019,15.01.2019,20.02.2019
809,TFO2015,North sea,INACTIVE,NO,05.02.2016,05.02.2018,156.716,0.000,,27395778,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27395778,,24.04.2018,19.06.2018,20.02.2019
810,TFO2015,North sea,ACTIVE,NO,05.02.2016,05.02.2023,127.756,127.756,INITIAL,27395837,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27395837,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27395837,15.01.2019,06.02.2019,20.02.2019
810 B,TFO2017,North sea,ACTIVE,NO,02.03.2018,05.02.2023,107.206,107.206,INITIAL,30977646,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=30977646,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=30977646,15.01.2019,06.02.2019,20.02.2019
811,TFO2015,North sea,ACTIVE,NO,05.02.2016,05.02.2024,352.366,352.366,INITIAL,27395883,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27395883,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27395883,15.01.2019,06.02.2019,20.02.2019
812,TFO2015,North sea,INACTIVE,NO,05.02.2016,05.02.2018,114.814,0.000,,27395925,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27395925,,13.02.2018,08.06.2018,20.02.2019
813,TFO2015,North sea,ACTIVE,NO,05.02.2016,05.02.2021,10.790,10.790,INITIAL,27395977,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27395977,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27395977,23.05.2018,24.05.2018,20.02.2019
814,TFO2015,North sea,ACTIVE,NO,05.02.2016,05.02.2023,53.821,53.821,INITIAL,27396006,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396006,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396006,06.10.2016,19.01.2018,20.02.2019
815,TFO2015,North sea,ACTIVE,NO,05.02.2016,05.02.2024,111.260,111.260,INITIAL,27396030,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396030,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396030,30.08.2017,07.09.2017,20.02.2019
816,TFO2015,North sea,INACTIVE,NO,05.02.2016,05.02.2018,360.382,0.000,,27396058,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396058,,18.04.2018,12.05.2018,20.02.2019
817,TFO2015,North sea,ACTIVE,NO,05.02.2016,05.02.2023,163.164,163.164,INITIAL,27396089,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396089,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396089,24.02.2018,07.02.2019,20.02.2019
817 B,TFO2016,North sea,ACTIVE,NO,10.02.2017,05.02.2023,53.028,53.028,INITIAL,28941695,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28941695,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28941695,24.02.2018,07.02.2019,20.02.2019
818,TFO2015,North sea,ACTIVE,NO,05.02.2016,05.02.2024,76.656,76.656,INITIAL,27396130,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396130,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396130,23.05.2018,23.05.2018,20.02.2019
818 B,TFO2017,North sea,ACTIVE,NO,02.03.2018,05.02.2024,19.585,19.585,INITIAL,30977539,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=30977539,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=30977539,23.05.2018,23.05.2018,20.02.2019
819,TFO2015,North sea,INACTIVE,NO,05.02.2016,05.02.2018,351.471,0.000,,27396154,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396154,,13.02.2018,14.02.2018,20.02.2019
820 S,TFO2015,North sea,ACTIVE,YES OR PARTLY,05.02.2016,05.02.2023,47.521,47.521,INITIAL,27396207,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396207,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396207,19.12.2018,19.12.2018,20.02.2019
821,TFO2015,North sea,INACTIVE,NO,05.02.2016,05.02.2018,74.828,0.000,,27396249,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396249,,13.02.2018,20.04.2018,20.02.2019
821 B,TFO2016,North sea,INACTIVE,NO,10.02.2017,05.02.2018,19.450,0.000,,28941736,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28941736,,13.02.2018,14.02.2018,20.02.2019
822 S,TFO2015,North sea,ACTIVE,YES OR PARTLY,05.02.2016,05.02.2023,70.525,70.525,INITIAL,27396269,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396269,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396269,11.12.2018,11.12.2018,20.02.2019
823,TFO2015,North sea,INACTIVE,NO,05.02.2016,05.02.2019,53.658,0.000,,27396306,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396306,,19.02.2019,20.02.2019,20.02.2019
824,TFO2015,North sea,INACTIVE,NO,05.02.2016,05.02.2018,322.374,0.000,,27396330,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396330,,01.06.2018,26.07.2018,20.02.2019
825,TFO2015,North sea,ACTIVE,NO,05.02.2016,05.02.2023,77.673,77.673,INITIAL,27396359,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396359,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396359,22.12.2018,06.02.2019,20.02.2019
826,TFO2015,North sea,ACTIVE,NO,05.02.2016,05.02.2024,15.077,15.077,INITIAL,27396388,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396388,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396388,11.12.2018,07.02.2019,20.02.2019
827 S,TFO2015,North sea,ACTIVE,YES OR PARTLY,05.02.2016,05.02.2024,51.594,51.594,INITIAL,27396430,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396430,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396430,08.12.2018,30.01.2019,20.02.2019
828,TFO2015,North sea,ACTIVE,NO,05.02.2016,05.02.2023,446.605,446.605,INITIAL,27396454,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396454,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396454,21.11.2018,21.11.2018,20.02.2019
829,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.02.2024,1272.318,1272.318,INITIAL,27396476,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396476,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396476,21.11.2018,21.11.2018,20.02.2019
830,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.02.2023,741.789,741.789,INITIAL,27396543,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396543,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396543,08.12.2018,08.12.2018,20.02.2019
831,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.02.2024,273.725,273.725,INITIAL,27396574,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396574,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396574,08.12.2018,08.12.2018,20.02.2019
832,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.02.2025,1140.812,1140.812,INITIAL,27396623,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396623,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396623,08.12.2018,06.02.2019,20.02.2019
832 B,TFO2017,Norwegian sea,ACTIVE,NO,02.03.2018,05.02.2025,121.372,121.372,INITIAL,30977899,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=30977899,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=30977899,08.12.2018,06.02.2019,20.02.2019
833,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.02.2023,121.373,121.373,INITIAL,27396672,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396672,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396672,11.12.2018,11.12.2018,20.02.2019
834,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.02.2022,87.954,87.954,INITIAL,27396713,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27396713,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27396713,11.12.2018,11.12.2018,20.02.2019
835,TFO2015,Norwegian sea,INACTIVE,NO,05.02.2016,05.02.2018,633.036,0.000,,27431790,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27431790,,31.05.2018,01.06.2018,20.02.2019
836 S,TFO2015,Norwegian sea,ACTIVE,YES OR PARTLY,05.02.2016,05.02.2023,131.767,131.767,INITIAL,27431843,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27431843,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27431843,08.12.2018,06.02.2019,20.02.2019
837,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.02.2025,2727.605,2727.605,INITIAL,27431890,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27431890,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27431890,23.05.2018,24.05.2018,20.02.2019
838,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.08.2023,125.362,125.362,INITIAL,27432004,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27432004,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27432004,03.01.2018,16.08.2018,20.02.2019
839,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.02.2020,199.228,199.228,INITIAL,27432049,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27432049,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27432049,23.05.2018,23.05.2018,20.02.2019
840,TFO2015,Norwegian sea,INACTIVE,NO,05.02.2016,05.02.2019,172.479,0.000,,27432128,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27432128,,12.02.2019,13.02.2019,20.02.2019
841,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.02.2023,111.129,111.129,INITIAL,27432165,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27432165,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27432165,23.05.2018,23.05.2018,20.02.2019
842,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.11.2023,425.372,425.372,INITIAL,27432185,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27432185,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27432185,28.02.2018,13.11.2018,20.02.2019
843,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.02.2025,1123.397,1123.397,INITIAL,27432259,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27432259,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27432259,11.12.2018,11.12.2018,20.02.2019
844,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.02.2025,911.256,911.256,INITIAL,27432345,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27432345,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27432345,27.02.2018,27.02.2018,20.02.2019
845,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.02.2025,1440.723,1440.723,INITIAL,27432392,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27432392,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27432392,12.10.2017,07.06.2018,20.02.2019
846,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.08.2024,162.844,162.844,INITIAL,27432439,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27432439,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27432439,24.10.2018,30.11.2018,20.02.2019
847,TFO2015,Norwegian sea,ACTIVE,NO,05.02.2016,05.02.2023,790.034,790.034,INITIAL,27432468,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27432468,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27432468,22.12.2018,22.12.2018,20.02.2019
847 B,TFO2016,Norwegian sea,ACTIVE,NO,10.02.2017,05.02.2023,289.272,289.272,INITIAL,28941994,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28941994,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28941994,22.12.2018,22.12.2018,20.02.2019
848,TFO2015,Barents sea,INACTIVE,NO,05.02.2016,05.08.2018,776.300,0.000,,27432497,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27432497,,21.09.2018,22.09.2018,20.02.2019
849,TFO2015,Barents sea,INACTIVE,NO,05.02.2016,05.02.2018,359.723,0.000,,27432544,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27432544,,13.06.2018,16.08.2018,20.02.2019
850,TFO2015,Barents sea,ACTIVE,NO,05.02.2016,05.02.2024,1028.059,1028.059,INITIAL,27432591,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27432591,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27432591,03.01.2019,03.01.2019,20.02.2019
851,23,Barents sea,ACTIVE,NO,10.06.2016,10.06.2021,393.911,393.911,INITIAL,28168712,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28168712,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28168712,30.11.2016,06.07.2018,20.02.2019
852,23,Barents sea,ACTIVE,NO,10.06.2016,10.06.2021,297.145,297.145,INITIAL,28168750,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28168750,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28168750,08.12.2018,06.02.2019,20.02.2019
852 B,TFO2017,Barents sea,ACTIVE,NO,02.03.2018,02.03.2022,33.954,33.954,INITIAL,30978146,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=30978146,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=30978146,08.12.2018,06.02.2019,20.02.2019
852 C,24,Barents sea,ACTIVE,NO,22.06.2018,02.03.2022,216.118,216.118,INITIAL,32017483,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=32017483,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=32017483,08.12.2018,06.02.2019,20.02.2019
853,23,Barents sea,ACTIVE,NO,10.06.2016,10.06.2022,297.145,297.145,INITIAL,28168770,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28168770,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28168770,30.11.2016,07.09.2017,20.02.2019
854,23,Barents sea,ACTIVE,NO,10.06.2016,10.06.2021,576.938,576.938,INITIAL,28168799,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28168799,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28168799,04.09.2018,04.09.2018,20.02.2019
855,23,Barents sea,ACTIVE,NO,10.06.2016,10.12.2019,1171.240,1171.240,INITIAL,28168828,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28168828,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28168828,21.09.2018,21.09.2018,20.02.2019
856,23,Barents sea,INACTIVE,NO,10.06.2016,10.06.2018,318.731,0.000,,28168875,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28168875,,19.06.2018,20.06.2018,20.02.2019
857,23,Barents sea,ACTIVE,NO,10.06.2016,10.06.2020,1943.818,1943.818,INITIAL,28168895,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28168895,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28168895,23.05.2018,24.05.2018,20.02.2019
858,23,Barents sea,ACTIVE,NO,10.06.2016,10.06.2020,1432.107,1432.107,INITIAL,28168981,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28168981,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28168981,23.05.2018,23.05.2018,20.02.2019
859,23,Barents sea,ACTIVE,NO,10.06.2016,10.06.2022,3409.423,3409.423,INITIAL,28169055,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28169055,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28169055,27.11.2018,27.11.2018,20.02.2019
860,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2023,405.672,405.672,INITIAL,28942014,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28942014,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28942014,15.01.2019,15.01.2019,20.02.2019
861,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2024,329.863,329.863,INITIAL,28942058,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28942058,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28942058,15.01.2019,06.02.2019,20.02.2019
862,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2026,1952.827,1952.827,INITIAL,28942080,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28942080,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28942080,15.01.2019,15.01.2019,20.02.2019
863,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2025,762.564,762.564,INITIAL,28942187,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28942187,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28942187,15.01.2019,15.01.2019,20.02.2019
863 B,TFO2017,North sea,ACTIVE,NO,02.03.2018,10.02.2025,176.974,176.974,INITIAL,30978106,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=30978106,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=30978106,15.01.2019,15.01.2019,20.02.2019
864,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2025,3008.284,3008.284,INITIAL,28942251,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28942251,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28942251,15.01.2019,15.01.2019,20.02.2019
865,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2024,828.766,828.766,INITIAL,28942363,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28942363,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28942363,23.05.2018,21.12.2018,20.02.2019
866,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2024,164.837,164.837,INITIAL,28942447,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28942447,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28942447,23.05.2018,13.02.2019,20.02.2019
867,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2024,112.341,112.341,INITIAL,28948630,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28948630,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28948630,08.12.2018,20.12.2018,20.02.2019
868,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2024,7.137,7.137,INITIAL,28951830,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28951830,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28951830,23.05.2018,23.05.2018,20.02.2019
869,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2024,312.401,312.401,INITIAL,28973359,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28973359,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28973359,11.12.2018,11.12.2018,20.02.2019
870,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2023,449.740,449.740,INITIAL,28973437,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28973437,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28973437,23.05.2018,24.05.2018,20.02.2019
871,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2024,150.075,150.075,INITIAL,28973487,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28973487,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28973487,16.01.2019,04.02.2019,20.02.2019
872,TFO2016,North sea,INACTIVE,NO,10.02.2017,10.02.2019,52.671,0.000,,28973561,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28973561,,19.02.2019,20.02.2019,20.02.2019
873,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2025,169.638,169.638,INITIAL,28973585,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28973585,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28973585,21.11.2018,21.11.2018,20.02.2019
874,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2024,67.515,67.515,INITIAL,28973641,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28973641,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28973641,21.11.2018,21.11.2018,20.02.2019
875,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2024,278.392,278.392,INITIAL,28973678,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28973678,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28973678,17.02.2017,06.03.2018,20.02.2019
875 B,TFO2017,North sea,ACTIVE,NO,02.03.2018,10.02.2024,62.446,62.446,INITIAL,30977769,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=30977769,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=30977769,22.03.2018,22.03.2018,20.02.2019
876 S,TFO2016,North sea,ACTIVE,YES OR PARTLY,10.02.2017,10.02.2024,975.149,975.149,INITIAL,28973709,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28973709,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28973709,08.12.2018,06.02.2019,20.02.2019
877,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2024,327.771,327.771,INITIAL,28973798,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28973798,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28973798,17.02.2017,07.09.2017,20.02.2019
878,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2024,361.443,361.443,INITIAL,28973861,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28973861,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28973861,23.05.2018,24.05.2018,20.02.2019
879,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2024,249.402,249.402,INITIAL,28973896,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28973896,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28973896,21.11.2018,21.11.2018,20.02.2019
880,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2024,73.008,73.008,INITIAL,28973944,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28973944,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28973944,21.11.2018,21.11.2018,20.02.2019
881,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2022,85.447,85.447,INITIAL,28973970,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28973970,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28973970,21.11.2018,21.11.2018,20.02.2019
