wlbnpdidwellbore,wlbWellName,wlbWellboreName,wlbField,wlbProductionLicence,wlbWellType,wlbDrillingOperator,wlbMultilateral,wlbDrillingFacility,wlbProductionFacility,wlbEntryDate,wlbCompletionDate,wlbContent,wlbStatus,wlbSymbol,wlbPurpose,wlbWaterDepth,wlbFactPageUrl,wlbFactMapUrl,wlbDiscoveryWellbore,wlbPointGeometryWKT
6636,"2/4-U-36","2/4-U-36",,"146","OTHER","Statoil Petroleum AS","NO","BUCENTAUR",,2011-06-08 00:00:00+02,2011-06-08 00:00:00+02,,"P&A",0,"SOIL DRILLING",67.800000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6636",,"NO","POINT(3.141139 56.695611)"
6381,"15/9-24","15/9-24",,"408","EXPLORATION","Det norske oljeselskap ASA","NO","BREDFORD DOLPHIN",,2010-05-18 00:00:00+02,2010-06-10 00:00:00+02,"DRY","P&A",1,"WILDCAT",80.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6381","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=6381","NO","POINT(1.982194 58.274306)"
6382,"16/7-9","16/7-9",,"409","EXPLORATION","Lundin Norway AS","NO","TRANSOCEAN WINNER",,2010-12-05 00:00:00+01,2011-01-03 00:00:00+01,"DRY","P&A",1,"WILDCAT",78.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6382","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=6382","NO","POINT(2.290281 58.254858)"
6383,"34/10-U-12","34/10-U-12","GULLFAKS SØR","050","OTHER","Statoil Petroleum AS","NO","BUCENTAUR",,2010-04-21 00:00:00+02,2010-04-22 00:00:00+02,,"P&A",0,"SOIL DRILLING",134.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6383",,"NO","POINT(2.193122 61.096947)"
6384,"25/5-U-21","25/5-U-21","FRØY","364","OTHER","Det norske oljeselskap ASA","NO","BUCENTAUR",,,,,,0,"SOIL DRILLING",120.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6384",,"NO","POINT(2.567047 59.739283)"
6385,"25/5-U-22","25/5-U-22","FRØY","364","OTHER","Det norske oljeselskap ASA","NO","BUCENTAUR",,,,,,0,"SOIL DRILLING",120.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6385",,"NO","POINT(2.56705 59.739022)"
6386,"25/5-U-23","25/5-U-23","FRØY","364","OTHER","Det norske oljeselskap ASA","NO","BUCENTAUR",,,,,,0,"SOIL DRILLING",120.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6386",,"NO","POINT(2.567561 59.739283)"
6389,"6507/3-L-4","6507/3-L-4 H","ALVE","159 B","DEVELOPMENT","Statoil Petroleum AS","NO","WEST ALPHA","ALVE",2010-06-07 00:00:00+02,2010-07-14 00:00:00+02,"OIL","PLUGGED",99,"OBSERVATION",368.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6389","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6389","NO","POINT(7.810233 65.968422)"
6390,"6507/3-L-4","6507/3-L-4 AH","ALVE","159 B","DEVELOPMENT","Statoil Petroleum AS","NO","WEST ALPHA","ALVE",2010-07-24 00:00:00+02,2010-08-15 00:00:00+02,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",368.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6390","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6390","NO","POINT(7.810233 65.968422)"
6391,"34/10-A-43","34/10-A-43 A","GULLFAKS","050","DEVELOPMENT","Statoil Petroleum AS","NO","GULLFAKS A","GULLFAKS A",2010-09-13 00:00:00+02,2010-10-15 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",134.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6391","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6391","NO","POINT(2.189281 61.176372)"
6392,"34/10-A-43","34/10-A-43 B","GULLFAKS","050","DEVELOPMENT","Statoil Petroleum AS","NO","GULLFAKS A","GULLFAKS A",2010-10-24 00:00:00+02,2010-11-05 00:00:00+01,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",134.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6392","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6392","NO","POINT(2.189281 61.176372)"
3714,"2/7-D-9","2/7-D-9","EMBLA","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","MÆRSK GALLANT","EMBLA",1999-06-14 00:00:00+02,1999-08-14 00:00:00+02,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",70.700000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3714","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=3714","NO","POINT(3.248197 56.333247)"
2154,"33/9-M-1","33/9-M-1 H","STATFJORD ØST","037","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","TREASURE PROSPEC","STATFJORD ØST M",1993-07-20 00:00:00+02,1993-08-10 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",196.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2154","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=2154","NO","POINT(1.999675 61.341147)"
6398,"9/1-1","9/1-1 S",,"406","EXPLORATION","Premier Oil Norge AS","NO","BREDFORD DOLPHIN",,2011-10-01 00:00:00+02,2011-11-21 00:00:00+01,"DRY","P&A",1,"WILDCAT",87.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6398","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=6398","NO","POINT(4.015561 57.893619)"
6399,"16/1-14","16/1-14",,"338","EXPLORATION","Lundin Norway AS","NO","TRANSOCEAN WINNER",,2010-09-26 00:00:00+02,2010-11-30 00:00:00+01,"OIL","P&A",5,"WILDCAT",110.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6399","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=6399","YES","POINT(2.202906 58.885911)"
6402,"31/2-Y-23","31/2-Y-23 CY1H","TROLL","054","DEVELOPMENT","Statoil Petroleum AS","YES","SONGA TRYM","TROLL U2",2010-05-25 00:00:00+02,2010-06-21 00:00:00+02,"OIL","CLOSED",50,"PRODUCTION",331.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6402","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6402","NO","POINT(3.572517 60.831078)"
6403,"31/2-Y-23","31/2-Y-23 CY2H","TROLL","054","DEVELOPMENT","Statoil Petroleum AS","YES","SONGA TRYM","TROLL U2",2010-06-22 00:00:00+02,2010-07-09 00:00:00+02,"OIL","CLOSED",50,"PRODUCTION",331.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6403","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6403","NO","POINT(3.572517 60.831078)"
6404,"15/12-23","15/12-23 A",,"038 D","EXPLORATION","Talisman Energy Norge AS","NO","TRANSOCEAN WINNER",,2010-05-31 00:00:00+02,2010-07-18 00:00:00+02,"OIL","P&A",5,"APPRAISAL",86.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6404","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=6404","NO","POINT(1.884408 58.216883)"
6406,"6507/5-J-2","6507/5-J-2 H","SKARV","212","DEVELOPMENT","BP Norge AS","NO","BORGLAND DOLPHIN","TILJE",2010-06-20 00:00:00+02,2012-09-15 00:00:00+02,"GAS","ONLINE/OPERATIONAL",91,"INJECTION",325.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6406","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6406","NO","POINT(7.651467 65.738272)"
6407,"6507/5-J-3","6507/5-J-3 H","SKARV","212","DEVELOPMENT","BP Norge AS","NO","BORGLAND DOLPHIN","TILJE",2010-06-24 00:00:00+02,2013-08-15 00:00:00+02,"GAS","ONLINE/OPERATIONAL",91,"INJECTION",325.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6407","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6407","NO","POINT(7.651581 65.738156)"
6408,"6507/5-J-4","6507/5-J-4 H","SKARV","212","DEVELOPMENT","BP Norge AS","NO","BORGLAND DOLPHIN","TILJE",2012-08-31 00:00:00+02,2013-07-28 00:00:00+02,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",325.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6408","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6408","NO","POINT(7.651456 65.738136)"
6409,"30/3-A-19","30/3-A-19 C","VESLEFRIKK","052","DEVELOPMENT","Statoil Petroleum AS","NO","VESLEFRIKK A","VESLEFRIKK A",2010-07-08 00:00:00+02,2010-08-05 00:00:00+02,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",175.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6409","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6409","NO","POINT(2.897853 60.782756)"
6410,"33/12-B-37","33/12-B-37 B","STATFJORD","037","DEVELOPMENT","Statoil Petroleum AS","NO","STATFJORD B","STATFJORD B",2010-06-10 00:00:00+02,2010-07-01 00:00:00+02,"GAS/CONDENSATE","ONLINE/OPERATIONAL",170,"PRODUCTION",144.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6410","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6410","NO","POINT(1.830831 61.206642)"
4059,"6507/5-3","6507/5-3","ÆRFUGL","212","EXPLORATION","BP Amoco Norge AS","NO","WEST NAVION",,2000-05-15 00:00:00+02,2000-06-23 00:00:00+02,"GAS","P&A",9,"WILDCAT",417.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4059","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=4059","YES","POINT(7.410258 65.589125)"
6412,"24/6-B-4","24/6-B-4 AY1H","ALVHEIM","203","DEVELOPMENT","Marathon Petroleum Norge AS","YES","SONGA DEE","KNELER B",2010-06-26 00:00:00+02,2010-08-02 00:00:00+02,"OIL/GAS","ONLINE/OPERATIONAL",81,"PRODUCTION",124.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6412","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6412","NO","POINT(1.988025 59.546531)"
6413,"24/6-B-4","24/6-B-4 AY2H","ALVHEIM","203","DEVELOPMENT","Marathon Petroleum Norge AS","YES","SONGA DEE","KNELER B",2010-08-03 00:00:00+02,2010-08-16 00:00:00+02,"OIL/GAS","ONLINE/OPERATIONAL",81,"PRODUCTION",124.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6413","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6413","NO","POINT(1.988025 59.546531)"
6414,"34/4-D-3","34/4-D-3 H","SNORRE","057","DEVELOPMENT","Statoil Petroleum AS","NO","SNORRE B","34/4-D H",2012-01-23 00:00:00+01,2012-06-03 00:00:00+02,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",347.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6414","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6414","NO","POINT(2.211297 61.525742)"
6415,"34/4-D-5","34/4-D-5 H","SNORRE","057","DEVELOPMENT","Statoil Petroleum AS","NO","SNORRE B","34/4-D H",2014-02-05 00:00:00+01,2014-11-11 00:00:00+01,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",347.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6415","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6415","NO","POINT(2.211383 61.525822)"
6416,"25/11-G-7","25/11-G-7 AY1","GRANE","169 B1","DEVELOPMENT","Statoil Petroleum AS","YES","GRANE","GRANE",2010-08-20 00:00:00+02,2010-09-13 00:00:00+02,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",127.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6416","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6416","NO","POINT(2.487283 59.165311)"
6417,"25/11-G-7","25/11-G-7 AY2","GRANE","169 B1","DEVELOPMENT","Statoil Petroleum AS","YES","GRANE","GRANE",2010-09-14 00:00:00+02,2010-10-25 00:00:00+02,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",127.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6417","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6417","NO","POINT(2.487283 59.165311)"
6418,"25/11-G-7","25/11-G-7 AY3","GRANE","169 B1","DEVELOPMENT","Statoil Petroleum AS","YES","GRANE","GRANE",2010-10-26 00:00:00+02,2010-11-08 00:00:00+01,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",127.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6418","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6418","NO","POINT(2.487283 59.165311)"
6419,"30/6-C-4","30/6-C-4 A","OSEBERG","053","DEVELOPMENT","Statoil Petroleum AS","NO","OSEBERG C","OSEBERG C",2010-06-12 00:00:00+02,2010-08-19 00:00:00+02,"CUTTINGS","ONLINE/OPERATIONAL",171,"INJECTION",108.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6419","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6419","NO","POINT(2.776078 60.608192)"
6420,"2/7-B-1","2/7-B-1 D","ELDFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","ELDFISK B","ELDFISK B",2010-08-16 00:00:00+02,2010-12-21 00:00:00+01,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",71.300000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6420","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6420","NO","POINT(3.218456 56.419161)"
6421,"35/9-C-3","35/9-C-3 Y2H","GJØA","153","DEVELOPMENT","Statoil Petroleum AS","YES","TRANSOCEAN SEARCHER","GJØA C",2010-08-17 00:00:00+02,2010-08-28 00:00:00+02,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",363.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6421","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6421","NO","POINT(3.958236 61.340869)"
6422,"15/9-B-8","15/9-B-8 B","SLEIPNER VEST","046","DEVELOPMENT","Statoil Petroleum AS","NO","WEST EPSILON","SLEIPNER B",2010-12-07 00:00:00+01,2010-12-25 00:00:00+01,"NOT APPLICABLE","PLUGGED",99,"OBSERVATION",108.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6422","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6422","NO","POINT(1.717897 58.417972)"
3830,"9/2-A-6","9/2-A-6 A","YME","114","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","YME","YME B ØST",1999-07-13 00:00:00+02,1999-08-08 00:00:00+02,"OIL","P&A",50,"PRODUCTION",92.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3830","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=3830","NO","POINT(4.519708 57.818742)"
6426,"15/3-U-7","15/3-U-7","GUDRUN","025","OTHER","Statoil Petroleum AS","NO","TRANSOCEAN LEADER",,2010-08-15 00:00:00+02,2010-08-19 00:00:00+02,,"P&A",0,"SHALLOW GAS",109.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6426",,"NO","POINT(1.744889 58.845167)"
6427,"35/1-2","35/1-2 S",,"269","EXPLORATION","Statoil Petroleum AS","NO","TRANSOCEAN LEADER",,2010-09-12 00:00:00+02,2010-12-19 00:00:00+01,"DRY","P&A",1,"WILDCAT",409.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6427","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=6427","NO","POINT(3.055936 61.865606)"
6428,"35/1-U-1","35/1-U-1",,"269","OTHER","Statoil Petroleum AS","NO","TRANSOCEAN LEADER",,2010-08-24 00:00:00+02,2010-08-27 00:00:00+02,,"P&A",0,"SHALLOW GAS",409.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6428",,"NO","POINT(3.055528 61.865653)"
6429,"35/9-6","35/9-6 S",,"420","EXPLORATION","RWE Dea Norge AS","NO","BREDFORD DOLPHIN",,2010-09-29 00:00:00+02,2010-12-07 00:00:00+01,"OIL/GAS","P&A",13,"WILDCAT",369.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6429","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=6429","YES","POINT(3.69265 61.371192)"
6430,"3/7-A-1","3/7-A-1 H","TRYM","147","DEVELOPMENT","DONG E&P Norge AS","NO","MÆRSK GIANT","TRYM",2010-09-01 00:00:00+02,2010-10-18 00:00:00+02,"GAS/CONDENSATE","PLUGGED",99,"OBSERVATION",65.400000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6430","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6430","NO","POINT(4.237433 56.381911)"
3335,"6407/7-A-7","6407/7-A-7 H","NJORD","107","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","NJORD","NJORD A",1998-02-15 00:00:00+01,1998-06-15 00:00:00+02,"GAS","CLOSED",91,"INJECTION",330.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3335","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=3335","NO","POINT(7.202203 64.270864)"
6434,"35/8-Q-12","35/8-Q-12 H","VEGA","248","DEVELOPMENT","Statoil Petroleum AS","NO","BIDEFORD DOLPHIN","VEGA SENTRAL",2010-11-21 00:00:00+01,2011-02-15 00:00:00+01,"GAS/CONDENSATE","PLUGGED",170,"PRODUCTION",378.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6434","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6434","NO","POINT(3.358961 61.261717)"
6435,"35/8-Q-14","35/8-Q-14 H","VEGA","248","DEVELOPMENT","Statoil Petroleum AS","NO","BIDEFORD DOLPHIN","VEGA SENTRAL",2011-06-07 00:00:00+02,2011-07-18 00:00:00+02,"OIL/GAS","ONLINE/OPERATIONAL",81,"PRODUCTION",378.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6435","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6435","NO","POINT(3.3587 61.261664)"
6436,"30/9-B-44","30/9-B-44 B","OSEBERG","079","DEVELOPMENT","Statoil Petroleum AS","NO","OSEBERG B","OSEBERG B",2010-09-04 00:00:00+02,2010-11-22 00:00:00+01,"OIL","PLUGGED",99,"OBSERVATION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6436","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6436","NO","POINT(2.828539 60.493281)"
6437,"30/9-B-44","30/9-B-44 C","OSEBERG","079","DEVELOPMENT","Statoil Petroleum AS","NO","OSEBERG B","OSEBERG B",2010-11-26 00:00:00+01,2011-01-08 00:00:00+01,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6437","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6437","NO","POINT(2.828539 60.493281)"
6438,"33/12-B-2","33/12-B-2 D","STATFJORD","037","DEVELOPMENT","Statoil Petroleum AS","NO","STATFJORD B","STATFJORD B",2010-09-15 00:00:00+02,2010-09-30 00:00:00+02,"GAS","ONLINE/OPERATIONAL",90,"PRODUCTION",145.300000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6438","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6438","NO","POINT(1.831225 61.207014)"
6439,"3/7-A-2","3/7-A-2 H","TRYM","147","DEVELOPMENT","DONG E&P Norge AS","NO","MÆRSK GIANT","TRYM",2011-02-12 00:00:00+01,2011-03-31 00:00:00+02,"GAS/CONDENSATE","ONLINE/OPERATIONAL",170,"PRODUCTION",65.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6439","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6439","NO","POINT(4.237608 56.381864)"
6440,"25/1-12","25/1-12",,"460","EXPLORATION","Det norske oljeselskap ASA","NO","AKER BARENTS",,,,,"WILL NEVER BE DRILLED",80,"APPRAISAL",0.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6440","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=6440","NO","POINT(2.182417 59.857417)"
6441,"6305/4-2","6305/4-2 S","ORMEN LANGE","209","EXPLORATION","A/S Norske Shell","NO","WEST NAVIGATOR",,2010-11-04 00:00:00+01,2011-02-11 00:00:00+01,"DRY","P&A",1,"APPRAISAL",1086.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6441","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=6441","NO","POINT(5.298367 63.637472)"
6442,"34/4-13","34/4-13 S",,"375","EXPLORATION","Petro-Canada Norge AS","NO","WEST ALPHA",,2010-08-27 00:00:00+02,2011-01-02 00:00:00+01,"OIL","P&A",5,"APPRAISAL",374.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6442","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=6442","NO","POINT(2.100056 61.645267)"
6443,"2/4-X-9","2/4-X-9 A","EKOFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","EKOFISK X","EKOFISK X",2010-08-29 00:00:00+02,2010-10-02 00:00:00+02,"OIL/GAS","ONLINE/OPERATIONAL",81,"PRODUCTION",76.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6443","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6443","NO","POINT(3.218897 56.547522)"
6637,"25/8-U-21","25/8-U-21",,"169 C","OTHER","Det norske oljeselskap ASA","NO","BUCENTAUR",,,,,,0,"SOIL DRILLING",126.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6637",,"NO","POINT(2.368333 59.403889)"
6444,"6507/5-U-3","6507/5-U-3","SKARV","212","OTHER","BP Norge AS","NO","BORGLAND DOLPHIN",,2010-08-26 00:00:00+02,2010-08-28 00:00:00+02,,"P&A",0,"SHALLOW GAS",376.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6444",,"NO","POINT(7.588922 65.703933)"
6445,"6507/5-B-2","6507/5-B-2 H","SKARV","212","DEVELOPMENT","BP Norge AS","NO","BORGLAND DOLPHIN","SKARV B/C VEST",2010-09-20 00:00:00+02,2011-09-28 00:00:00+02,"GAS","ONLINE/OPERATIONAL",91,"INJECTION",376.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6445","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6445","NO","POINT(7.589017 65.703975)"
6446,"6507/5-B-3","6507/5-B-3 H","SKARV","212","DEVELOPMENT","BP Norge AS","NO","POLAR PIONEER","SKARV B/C VEST",2010-09-21 00:00:00+02,2013-04-05 00:00:00+02,"GAS","ONLINE/OPERATIONAL",91,"INJECTION",376.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6446","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6446","NO","POINT(7.589239 65.703889)"
4245,"15/6-A-4","15/6-A-4 H","GLITNE","029","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","BYFORD DOLPHIN","15/6-A-4 H Glitne",2001-01-20 00:00:00+01,2001-02-02 00:00:00+01,"NOT APPLICABLE","P&A",99,"OBSERVATION",111.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4245","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=4245","NO","POINT(1.668233 58.712292)"
