prlName,prlTaskName,prlTaskCategory,prlTaskTypeNo,prlTaskTypeEn,prlTaskStatusNo,prlTaskStatusEn,prlTaskExpiryDate,wlbName,prlDateValidTo,prlLicensingActivityName,cmpLongName,cmpNpdidCompany,prlNpdidLicence,prlTaskID,prlTaskRefID,prlTaskDateUpdated,datesyncNPD
219,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,02.02.2010,,02.02.2024,15,Equinor Energy AS,32011216,22564,3505655,,24.05.2018,20.02.2019
219,Initielle periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,02.02.2014,,02.02.2024,15,Equinor Energy AS,32011216,22564,3505657,,24.05.2018,20.02.2019
220,Status rapport,WORKOBLIGATION,Status for arbeidsprogrammet - til OED/OD,Status workobligations to MPE/NPD,Godkjent,Approved,02.02.2004,,02.02.2024,15,Equinor Energy AS,32011216,22572,3505653,,24.05.2018,20.02.2019
220,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,02.02.2006,,02.02.2024,15,Equinor Energy AS,32011216,22572,3505651,,24.05.2018,20.02.2019
220,Fast brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,02.02.2006,6710/10-1,02.02.2024,15,Equinor Energy AS,32011216,22572,3505652,,24.05.2018,20.02.2019
220,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,02.02.2006,,02.02.2024,15,Equinor Energy AS,32011216,22572,3747006,,24.05.2018,20.02.2019
220,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Skal ikke bores,Not to be drilled,02.02.2006,,02.02.2024,15,Equinor Energy AS,32011216,22572,3747007,3747006,24.05.2018,20.02.2019
220,Initielle periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,02.02.2014,,02.02.2024,15,Equinor Energy AS,32011216,22572,3505654,,24.05.2018,20.02.2019
226 B,Statusrapport,WORKOBLIGATION,Status for arbeidsprogrammet - til OED/OD,Status workobligations to MPE/NPD,Frafalt,Dropped,13.11.2013,,13.05.2017,21,Eni Norge AS,2388594,20429377,20474447,,,20.02.2019
226 B,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,13.08.2014,,13.05.2017,21,Eni Norge AS,2388594,20429377,20474445,,,20.02.2019
226 B,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Godkjent,Approved,13.11.2015,,13.05.2017,21,Eni Norge AS,2388594,20429377,20474446,20474445,,20.02.2019
226 B,Anskaffe eksisterende 3D-seismikk,WORKOBLIGATION,Seismisk innsamling,Seismic acquisition,Godkjent,Approved,13.11.2015,,13.05.2017,21,Eni Norge AS,2388594,20429377,20474444,,,20.02.2019
226 B,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,13.05.2017,,13.05.2017,21,Eni Norge AS,2388594,20429377,20474448,,,20.02.2019
229 C,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Godkjent,Approved,28.02.2009,,28.02.2009,TFO2007,Eni Norge AS,2388594,4921701,21631937,,,20.02.2019
229 C,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,01.03.2009,,28.02.2009,TFO2007,Eni Norge AS,2388594,4921701,4944132,,,20.02.2019
229 C,Beslutning om utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,28.02.2011,,28.02.2009,TFO2007,Eni Norge AS,2388594,4921701,4944179,,,20.02.2019
229 C,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Skal ikke bores,Not to be drilled,28.02.2011,,28.02.2009,TFO2007,Eni Norge AS,2388594,4921701,4944180,4944132,,20.02.2019
229 C,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,01.03.2011,,28.02.2009,TFO2007,Eni Norge AS,2388594,4921701,4944196,,,20.02.2019
229 D,,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Under arbeid,In process,05.02.2019,,05.02.2020,TFO2015,Vår Energi AS,33360957,27434570,27756912,,11.12.2018,20.02.2019
229 D,,DECISION,Beslutning om boring,Decision to drill,Under arbeid,In process,05.02.2019,,05.02.2020,TFO2015,Vår Energi AS,33360957,27434570,27756915,,11.12.2018,20.02.2019
229 D,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,05.02.2020,,05.02.2020,TFO2015,Vår Energi AS,33360957,27434570,27756913,,11.12.2018,20.02.2019
229 D,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,05.02.2020,,05.02.2020,TFO2015,Vår Energi AS,33360957,27434570,27756914,27756915,11.12.2018,20.02.2019
229 D,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,05.05.2020,,05.02.2020,TFO2015,Vår Energi AS,33360957,27434570,27756916,27756913,11.12.2018,20.02.2019
248 B,Sende inn ein utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,31.12.2006,,04.06.2035,TFO2005,Wintershall Norge AS,21666830,3812058,3961332,,,20.02.2019
248 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,31.12.2007,,04.06.2035,TFO2005,Wintershall Norge AS,21666830,3812058,3961333,,,20.02.2019
255 C,,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,10.08.2017,,12.08.2022,TFO2016,Total E&P Norge AS,2410708,28941938,29028136,,,20.02.2019
255 C,,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,10.08.2017,,12.08.2022,TFO2016,Total E&P Norge AS,2410708,28941938,29028137,,,20.02.2019
255 C,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,10.08.2019,,12.08.2022,TFO2016,Total E&P Norge AS,2410708,28941938,29028138,29028136,,20.02.2019
255 C,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,10.08.2019,,12.08.2022,TFO2016,Total E&P Norge AS,2410708,28941938,29028139,,,20.02.2019
255 C,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,10.08.2021,,12.08.2022,TFO2016,Total E&P Norge AS,2410708,28941938,29028140,29028139,,20.02.2019
255 C,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,10.08.2021,,12.08.2022,TFO2016,Total E&P Norge AS,2410708,28941938,29028141,,,20.02.2019
255 C,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,10.08.2022,,12.08.2022,TFO2016,Total E&P Norge AS,2410708,28941938,29028142,29028141,,20.02.2019
255 C,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,10.08.2022,,12.08.2022,TFO2016,Total E&P Norge AS,2410708,28941938,29028143,,,20.02.2019
255 C,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,10.08.2022,,12.08.2022,TFO2016,Total E&P Norge AS,2410708,28941938,29028144,29028143,,20.02.2019
255 C,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,10.08.2022,,12.08.2022,TFO2016,Total E&P Norge AS,2410708,28941938,29028145,,,20.02.2019
255 C,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,10.11.2022,,12.08.2022,TFO2016,Total E&P Norge AS,2410708,28941938,29028146,29028145,,20.02.2019
263 D,,WORKOBLIGATION,Reprosessere 3D seismikk,Reprocessing of 3D seismic,Under arbeid,In process,02.03.2020,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30978033,31141572,,24.05.2018,20.02.2019
263 D,,DECISION,Beslutning om boring,Decision to drill,Under arbeid,In process,02.03.2020,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30978033,31141573,,24.05.2018,20.02.2019
263 D,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,02.03.2022,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30978033,31141574,31141573,24.05.2018,20.02.2019
263 D,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,02.03.2022,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30978033,31141575,,24.05.2018,20.02.2019
263 D,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,02.03.2024,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30978033,31141576,31141575,24.05.2018,20.02.2019
263 D,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,02.03.2024,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30978033,31141577,,24.05.2018,20.02.2019
263 D,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,02.03.2025,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30978033,31141578,31141577,24.05.2018,20.02.2019
263 D,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,02.03.2025,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30978033,31141580,,24.05.2018,20.02.2019
263 D,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,02.03.2025,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30978033,31141581,,24.05.2018,20.02.2019
263 D,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,02.03.2025,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30978033,31141582,31141580,24.05.2018,20.02.2019
263 D,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,02.06.2025,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30978033,31141583,31141581,24.05.2018,20.02.2019
270 B,,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,07.02.2015,,07.02.2015,TFO2013,VNG Norge AS,17237193,24214428,24566723,,,20.02.2019
270 B,,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,07.02.2015,,07.02.2015,TFO2013,VNG Norge AS,17237193,24214428,24566730,,,20.02.2019
270 B,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Skal ikke bores,Not to be drilled,07.02.2017,,07.02.2015,TFO2013,VNG Norge AS,17237193,24214428,24566731,24566730,,20.02.2019
270 B,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Skal ikke bores,Not to be drilled,07.02.2017,,07.02.2015,TFO2013,VNG Norge AS,17237193,24214428,24567591,24566730,,20.02.2019
270 B,Beslutte utarbeidelse av utbyggingsplan,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Frafalt,Dropped,07.02.2018,,07.02.2015,TFO2013,VNG Norge AS,17237193,24214428,24566732,24567591,20.09.2018,20.02.2019
270 B,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Frafalt,Dropped,07.02.2018,,07.02.2015,TFO2013,VNG Norge AS,17237193,24214428,25612400,24567591,20.09.2018,20.02.2019
270 B,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Frafalt,Dropped,07.02.2019,,07.02.2015,TFO2013,VNG Norge AS,17237193,24214428,25612401,,20.09.2018,20.02.2019
270 B,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Frafalt,Dropped,07.02.2019,,07.02.2015,TFO2013,VNG Norge AS,17237193,24214428,24566733,24566732,20.09.2018,20.02.2019
270 B,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,07.02.2019,,07.02.2015,TFO2013,VNG Norge AS,17237193,24214428,24566721,,20.09.2018,20.02.2019
270 B,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Godkjent,Approved,07.05.2019,,07.02.2015,TFO2013,VNG Norge AS,17237193,24214428,24566722,,20.09.2018,20.02.2019
274 CS,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,15.09.2009,,15.09.2039,TFO2007,Faroe Petroleum Norge AS,4062883,4909658,4944198,,,20.02.2019
277 B,Seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,15.03.2008,,01.01.2013,TFO2005,Statoil Petroleum AS,17237817,3812131,3961334,,,20.02.2019
277 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,15.03.2012,,01.01.2013,TFO2005,Statoil Petroleum AS,17237817,3812131,3961335,,,20.02.2019
292 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,01.04.2011,,01.04.2026,TFO2008,A/S Norske Shell,562,5107501,5465250,,,20.02.2019
296,Geologi- og geofysikk studier,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,12.12.2006,,12.12.2009,TFO2003,Statoil Petroleum AS,17237817,2490197,3505532,,,20.02.2019
296,Innsamle seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2006,,12.12.2009,TFO2003,Statoil Petroleum AS,17237817,2490197,3500431,,,20.02.2019
296,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,12.12.2006,,12.12.2009,TFO2003,Statoil Petroleum AS,17237817,2490197,3500432,,,20.02.2019
296,Beslutte utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,12.12.2008,,12.12.2009,TFO2003,Statoil Petroleum AS,17237817,2490197,3500433,,,20.02.2019
296,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,12.12.2008,2/5-13,12.12.2009,TFO2003,Statoil Petroleum AS,17237817,2490197,3505533,3500432,,20.02.2019
296,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,12.12.2010,,12.12.2009,TFO2003,Statoil Petroleum AS,17237817,2490197,3500434,,,20.02.2019
296,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,12.12.2010,,12.12.2009,TFO2003,Statoil Petroleum AS,17237817,2490197,3500435,,,20.02.2019
297,Seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2006,,28.02.2012,TFO2003,BG Norge AS,2747354,2490240,3500424,,,20.02.2019
297,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,12.12.2006,,28.02.2012,TFO2003,BG Norge AS,2747354,2490240,3500425,,,20.02.2019
297,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Frafalt,Dropped,12.12.2011,,28.02.2012,TFO2003,BG Norge AS,2747354,2490240,3505531,3500425,,20.02.2019
297,Beslutning om Utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,12.12.2012,,28.02.2012,TFO2003,BG Norge AS,2747354,2490240,3500426,,,20.02.2019
297,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,12.12.2012,,28.02.2012,TFO2003,BG Norge AS,2747354,2490240,3500428,,,20.02.2019
297,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,12.12.2013,,28.02.2012,TFO2003,BG Norge AS,2747354,2490240,3500427,,,20.02.2019
299,Seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2005,,31.12.2014,TFO2003,Talisman Energy Norge AS,2425093,2490320,3500419,,,20.02.2019
299,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,12.12.2006,,31.12.2014,TFO2003,Talisman Energy Norge AS,2425093,2490320,3500420,,,20.02.2019
299,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,12.12.2008,2/1-13 S,31.12.2014,TFO2003,Talisman Energy Norge AS,2425093,2490320,3505105,3500420,,20.02.2019
299,Beslutning om utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,01.07.2013,,31.12.2014,TFO2003,Talisman Energy Norge AS,2425093,2490320,3500421,,,20.02.2019
299,Sende inn utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Godkjent,Approved,12.12.2013,,31.12.2014,TFO2003,Talisman Energy Norge AS,2425093,2490320,3500422,,,20.02.2019
299,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,12.12.2013,,31.12.2014,TFO2003,Talisman Energy Norge AS,2425093,2490320,3500423,,,20.02.2019
299,Fast brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Frafalt,Dropped,31.12.2014,,31.12.2014,TFO2003,Talisman Energy Norge AS,2425093,2490320,23434166,,,20.02.2019
299,Beslutning om utbyggingsplan - forleng,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,12.12.2015,,31.12.2014,TFO2003,Talisman Energy Norge AS,2425093,2490320,23434167,,,20.02.2019
299,Innsending av utbyggingsplan - forleng,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,12.12.2016,,31.12.2014,TFO2003,Talisman Energy Norge AS,2425093,2490320,23434168,23434167,,20.02.2019
300,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2005,,01.01.2029,TFO2003,Aker BP ASA,28544099,2490354,3505529,,17.10.2018,20.02.2019
300,Geologi- og geofysikk studier,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,12.12.2005,,01.01.2029,TFO2003,Aker BP ASA,28544099,2490354,3505530,,17.10.2018,20.02.2019
300,Utarbeide ein utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Godkjent,Approved,12.12.2006,,01.01.2029,TFO2003,Aker BP ASA,28544099,2490354,3500416,,17.10.2018,20.02.2019
300,Fast brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,12.12.2007,1/3-4,01.01.2029,TFO2003,Aker BP ASA,28544099,2490354,3500413,,17.10.2018,20.02.2019
300,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Godkjent,Approved,12.12.2008,,01.01.2029,TFO2003,Aker BP ASA,28544099,2490354,3500417,,17.10.2018,20.02.2019
300,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,12.12.2008,,01.01.2029,TFO2003,Aker BP ASA,28544099,2490354,3500418,,17.10.2018,20.02.2019
301,Geologi- og geofysikk studier,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,12.12.2006,,15.05.2013,TFO2003,Lundin Norway AS,2767314,2490380,3505070,,,20.02.2019
301,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2006,,15.05.2013,TFO2003,Lundin Norway AS,2767314,2490380,3504530,,,20.02.2019
301,Beslutning om utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Godkjent,Approved,01.09.2012,,15.05.2013,TFO2003,Lundin Norway AS,2767314,2490380,3504531,,,20.02.2019
301,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,12.12.2013,,15.05.2013,TFO2003,Lundin Norway AS,2767314,2490380,3504532,,,20.02.2019
301,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,12.12.2013,,15.05.2013,TFO2003,Lundin Norway AS,2767314,2490380,3504533,,,20.02.2019
301 B,Beslutning om utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,12.06.2011,,13.06.2011,TFO2003,Talisman Energy Norge AS,2425093,4973175,4978980,,,20.02.2019
301 B,Innsending av utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,12.12.2011,,13.06.2011,TFO2003,Talisman Energy Norge AS,2425093,4973175,4978981,,,20.02.2019
301 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,12.12.2011,,13.06.2011,TFO2003,Talisman Energy Norge AS,2425093,4973175,4973199,,,20.02.2019
301 CS,Beslutning om utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,12.06.2012,,12.06.2012,TFO2003,ConocoPhillips Skandinavia AS,2410696,4973200,4978982,,,20.02.2019
301 CS,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,12.06.2013,,12.06.2012,TFO2003,ConocoPhillips Skandinavia AS,2410696,4973200,4978983,,,20.02.2019
301 CS,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,12.12.2013,,12.06.2012,TFO2003,ConocoPhillips Skandinavia AS,2410696,4973200,4973235,,,20.02.2019
301 D,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,12.12.2013,,15.05.2013,TFO2010,Lundin Norway AS,2767314,20088622,20459920,,,20.02.2019
302,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,15.03.2006,,15.03.2009,TFO2003,StatoilHydro Petroleum AS,4511658,2490440,3504550,,,20.02.2019
302,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,15.03.2006,,15.03.2009,TFO2003,StatoilHydro Petroleum AS,4511658,2490440,3504551,,,20.02.2019
302,Statusrapport,WORKOBLIGATION,Status for arbeidsprogrammet - til OED/OD,Status workobligations to MPE/NPD,Godkjent,Approved,15.03.2006,,15.03.2009,TFO2003,StatoilHydro Petroleum AS,4511658,2490440,3504553,,,20.02.2019
302,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,15.03.2008,7/1-2 S,15.03.2009,TFO2003,StatoilHydro Petroleum AS,4511658,2490440,3504552,3504551,,20.02.2019
302,Initiell periode ,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,15.03.2009,,15.03.2009,TFO2003,StatoilHydro Petroleum AS,4511658,2490440,3504554,,,20.02.2019
303,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2007,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,3504525,,24.05.2018,20.02.2019
303,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,12.12.2007,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,3504526,,24.05.2018,20.02.2019
303,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,12.12.2009,15/6-9 S,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,3505069,3504526,24.05.2018,20.02.2019
303,Beslutning om utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Godkjent,Approved,12.01.2012,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,3504527,,24.05.2018,20.02.2019
303,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Godkjent,Approved,12.03.2013,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,3504528,,24.05.2018,20.02.2019
303,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,12.03.2013,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,3504529,,24.05.2018,20.02.2019
303,Fatte borebeslutning - Fanten,CONDITION DECISION,Beslutning om boring,Decision to drill,Under arbeid,In process,31.12.2018,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,23809029,,24.05.2018,20.02.2019
303,Boring av brønn - Rampen,WORKOBLIGATION,Boring,Drilling,Under arbeid,In process,31.12.2019,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,23809034,,24.05.2018,20.02.2019
303,Beslutte utbyggingsplan - McHenry,CONDITION DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Under arbeid,In process,31.12.2020,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,23809027,,24.05.2018,20.02.2019
303,Beslutte boring av brønn  - Rampen,CONDITION DECISION,Beslutning om boring,Decision to drill,Under arbeid,In process,31.12.2020,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,23809033,,24.05.2018,20.02.2019
303,Område Fanten,CONDITION DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,31.12.2020,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,29469157,,24.05.2018,20.02.2019
303,Område McHenry,CONDITION DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,31.12.2020,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,29469159,,24.05.2018,20.02.2019
303,Levere inn utbyggingsplan - McHenry,CONDITION DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,31.12.2021,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,23809028,,24.05.2018,20.02.2019
303,Boring av undersøkelsesbrønn - Fanten,CONDITION,Boring,Drilling,Under arbeid,In process,31.12.2021,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,23809030,,24.05.2018,20.02.2019
303,Beslutte utbyggingsplan - Fanten,CONDITION DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Under arbeid,In process,31.12.2022,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,23809031,,24.05.2018,20.02.2019
